DB	DB_Object_ID	DB_Object_Symbol	Qualifier 	GO ID	DB:Reference	Evidence												
SGD	S000004666	ARG7		GO:0004358	PMID:9428669|SGD_REF:S000045831	IDA		F	Mitochondrial ornithine acetyltransferase	YMR062C|ECM40|glutamate N-acetyltransferase	gene	taxon:559292	20010118	SGD				
SGD	S000004666	ARG7		GO:0004042	PMID:9428669|SGD_REF:S000045831	IDA		F	Mitochondrial ornithine acetyltransferase	YMR062C|ECM40|glutamate N-acetyltransferase	gene	taxon:559292	20030618	SGD				
SGD	S000004666	ARG7		GO:0005739	PMID:16823961|SGD_REF:S000117178	IDA		C	Mitochondrial ornithine acetyltransferase	YMR062C|ECM40|glutamate N-acetyltransferase	gene	taxon:559292	20061212	SGD				
SGD	S000004666	ARG7		GO:0004042	PMID:9428669|SGD_REF:S000045831	IGI		F	Mitochondrial ornithine acetyltransferase	YMR062C|ECM40|glutamate N-acetyltransferase	gene	taxon:559292	20030618	SGD				
SGD	S000004666	ARG7		GO:0006526	PMID:12603335|SGD_REF:S000073096	TAS		P	Mitochondrial ornithine acetyltransferase	YMR062C|ECM40|glutamate N-acetyltransferase	gene	taxon:559292	20030508	SGD				
SGD	S000004666	ARG7		GO:0006592	PMID:9428669|SGD_REF:S000045831	IDA		P	Mitochondrial ornithine acetyltransferase	YMR062C|ECM40|glutamate N-acetyltransferase	gene	taxon:559292	20060907	SGD				
SGD	S000004666	ARG7		GO:0004358	SGD_REF:S000124036	IEA	InterPro:IPR002813	F	Mitochondrial ornithine acetyltransferase	YMR062C|ECM40|glutamate N-acetyltransferase	gene	taxon:559292	20170902	InterPro				
SGD	S000005500	ARG8		GO:0006526	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0055	P	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20170902	UniProt				
SGD	S000005500	ARG8		GO:0005739	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0496	C	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20170902	UniProt				
SGD	S000005500	ARG8		GO:0003992	SGD_REF:S000124037	IEA	EC:2.6.1.11	F	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20170902	UniProt				
SGD	S000005500	ARG8		GO:0006526	SGD_REF:S000150560	IEA	UniPathway:UPA00068	P	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20170902	UniProt				
SGD	S000005500	ARG8		GO:0030170	SGD_REF:S000185201	IBA	PANTHER:PTN000241033	F	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20150615	GO_Central				
SGD	S000005500	ARG8		GO:0005759	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0170	C	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20170902	UniProt				
SGD	S000005500	ARG8		GO:0016740	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0808	F	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20170902	UniProt				
SGD	S000005500	ARG8		GO:0005739	PMID:16823961|SGD_REF:S000117178	IDA		C	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20061212	SGD				
SGD	S000005500	ARG8		GO:0005739	PMID:24769239|SGD_REF:S000175707	IDA		C	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20150803	SGD				
SGD	S000005500	ARG8		GO:0008652	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0028	P	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20170902	UniProt				
SGD	S000005500	ARG8		GO:0008483	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0032	F	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20170902	UniProt				
SGD	S000005500	ARG8		GO:0003824	SGD_REF:S000124036	IEA	InterPro:IPR015421	F	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20170902	InterPro				
SGD	S000005500	ARG8		GO:0003824	SGD_REF:S000124036	IEA	InterPro:IPR015422	F	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20170902	InterPro				
SGD	S000005500	ARG8		GO:0006525	SGD_REF:S000124036	IEA	InterPro:IPR004636	P	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20170902	InterPro				
SGD	S000005500	ARG8		GO:0008483	SGD_REF:S000124036	IEA	InterPro:IPR004636	F	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20170902	InterPro				
SGD	S000005500	ARG8		GO:0008483	SGD_REF:S000124036	IEA	InterPro:IPR005814	F	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20170902	InterPro				
SGD	S000005500	ARG8		GO:0042802	SGD_REF:S000185201	IBA	PANTHER:PTN000241033	F	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20150615	GO_Central				
SGD	S000005500	ARG8		GO:0003992	PMID:2199330|SGD_REF:S000046942	IDA		F	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20010118	SGD				
SGD	S000005500	ARG8		GO:0006592	PMID:205532|SGD_REF:S000056736	TAS		P	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20010118	SGD				
SGD	S000005500	ARG8		GO:0006526	PMID:12603335|SGD_REF:S000073096	TAS		P	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20030508	SGD				
SGD	S000005500	ARG8		GO:0005759	PMID:205532|SGD_REF:S000056736	IDA		C	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20060907	SGD				
SGD	S000005500	ARG8		GO:0030170	SGD_REF:S000124036	IEA	InterPro:IPR005814	F	Acetylornithine aminotransferase	YOL140W|acetylornithine transaminase	gene	taxon:559292	20170902	InterPro				
SGD	S000004645	ARG80		GO:0000987	PMID:12138185|SGD_REF:S000070419	IMP		F	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20120105	SGD				
SGD	S000004645	ARG80		GO:0003677	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0238	F	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20170902	UniProt				
SGD	S000004645	ARG80		GO:0045944	SGD_REF:S000124036	IEA	InterPro:IPR033897	P	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20170902	InterPro				
SGD	S000004645	ARG80		GO:0000982	SGD_REF:S000124036	IEA	InterPro:IPR033897	F	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20170902	InterPro				
SGD	S000004645	ARG80		GO:0000987	SGD_REF:S000124036	IEA	InterPro:IPR033897	F	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20170902	InterPro				
SGD	S000004645	ARG80		GO:0006525	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0056	P	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20170902	UniProt				
SGD	S000004645	ARG80		GO:0006351	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0804	P	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20170902	UniProt				
SGD	S000004645	ARG80		GO:0003677	SGD_REF:S000124036	IEA	InterPro:IPR002100	F	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20170902	InterPro				
SGD	S000004645	ARG80		GO:0003677	SGD_REF:S000124036	IEA	InterPro:IPR036879	F	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20170902	InterPro				
SGD	S000004645	ARG80		GO:0046983	SGD_REF:S000124036	IEA	InterPro:IPR002100	F	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20170902	InterPro				
SGD	S000004645	ARG80		GO:0046983	SGD_REF:S000124036	IEA	InterPro:IPR036879	F	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20170902	InterPro				
SGD	S000004645	ARG80		GO:0006355	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0805	P	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20170902	UniProt				
SGD	S000004645	ARG80		GO:0005634	PMID:26928762|SGD_REF:S000183046	IDA		C	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20160603	SGD				
SGD	S000004645	ARG80		GO:0005634	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0539	C	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20170902	UniProt				
SGD	S000004645	ARG80		GO:0005634	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0191	C	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20170902	UniProt				
SGD	S000004645	ARG80		GO:0000982	PMID:12138185|SGD_REF:S000070419	ISA	UniProtKB:P11746	F	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20120224	SGD				
SGD	S000004645	ARG80		GO:0000982	SGD_REF:S000147045	IC	GO:0000987	F	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20120224	SGD				
SGD	S000004645	ARG80		GO:0000982	SGD_REF:S000147045	IC	GO:0045944	F	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20120224	SGD				
SGD	S000004645	ARG80		GO:0045944	PMID:8212891|SGD_REF:S000049204	IMP		P	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20120224	SGD	has_regulation_target(UniProtKB:P00812)			
SGD	S000004645	ARG80		GO:1900081	PMID:12138185|SGD_REF:S000070419	IMP		P	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20120224	SGD				
SGD	S000004645	ARG80		GO:1900079	PMID:5434281|SGD_REF:S000061700	IMP		P	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20120224	SGD				
SGD	S000004645	ARG80		GO:0005634	PMID:3311884|SGD_REF:S000057072	IDA		C	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20020729	SGD				
SGD	S000004645	ARG80		GO:0000987	PMID:12138185|SGD_REF:S000070419	IDA		F	Transcription factor involved in regulating arginine-responsive genes	YMR042W|ARGR1|ARGRI	gene	taxon:559292	20120105	SGD				
SGD	S000004565	ARG81		GO:0046872	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0479	F	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20170902	UniProt				
SGD	S000004565	ARG81		GO:0003712	PMID:10688655|SGD_REF:S000045902	IDA		F	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20021212	SGD				
SGD	S000004565	ARG81		GO:0005634	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0539	C	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20170902	UniProt				
SGD	S000004565	ARG81		GO:0005634	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0191	C	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20170902	UniProt				
SGD	S000004565	ARG81		GO:0000981	SGD_REF:S000124036	IEA	InterPro:IPR001138	F	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20170902	InterPro				
SGD	S000004565	ARG81		GO:0000981	SGD_REF:S000124036	IEA	InterPro:IPR036864	F	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20170902	InterPro				
SGD	S000004565	ARG81		GO:0000982	SGD_REF:S000185201	IBA	PANTHER:PTN001257742	F	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20160823	GO_Central				
SGD	S000004565	ARG81		GO:0045944	SGD_REF:S000185201	IBA	PANTHER:PTN001257742	P	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20160823	GO_Central				
SGD	S000004565	ARG81		GO:0000821	PMID:10688655|SGD_REF:S000045902	IMP		P	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20121112	SGD				
SGD	S000004565	ARG81		GO:0003677	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0238	F	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20170902	UniProt				
SGD	S000004565	ARG81		GO:0000978	SGD_REF:S000185201	IBA	PANTHER:PTN001257742	F	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20160823	GO_Central				
SGD	S000004565	ARG81		GO:0005737	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0963	C	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20170902	UniProt				
SGD	S000004565	ARG81		GO:0005737	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0086	C	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20170902	UniProt				
SGD	S000004565	ARG81		GO:0006351	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0804	P	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20170902	UniProt				
SGD	S000004565	ARG81		GO:0005634	SGD_REF:S000124036	IEA	InterPro:IPR001138	C	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20170902	InterPro				
SGD	S000004565	ARG81		GO:0005634	SGD_REF:S000124036	IEA	InterPro:IPR036864	C	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20170902	InterPro				
SGD	S000004565	ARG81		GO:0006355	SGD_REF:S000124036	IEA	InterPro:IPR001138	P	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20170902	InterPro				
SGD	S000004565	ARG81		GO:0006355	SGD_REF:S000124036	IEA	InterPro:IPR036864	P	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20170902	InterPro				
SGD	S000004565	ARG81		GO:0008270	SGD_REF:S000124036	IEA	InterPro:IPR001138	F	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20170902	InterPro				
SGD	S000004565	ARG81		GO:0008270	SGD_REF:S000124036	IEA	InterPro:IPR036864	F	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20170902	InterPro				
SGD	S000004565	ARG81		GO:0006525	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0056	P	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20170902	UniProt				
SGD	S000004565	ARG81		GO:0005634	PMID:3311884|SGD_REF:S000057072	IDA		C	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20020729	SGD				
SGD	S000004565	ARG81		GO:0006355	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0805	P	Zinc finger transcription factor involved in arginine-responsive genes	YML099C|ARGR2|ARGRII	gene	taxon:559292	20170902	UniProt				
SGD	S000002580	ARG82		GO:0000166	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0547	F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20170902	UniProt				
SGD	S000002580	ARG82		GO:0000122	PMID:12828642|SGD_REF:S000073712	IMP		P	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20071219	SGD				
SGD	S000002580	ARG82		GO:0006525	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0056	P	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20170902	UniProt				
SGD	S000002580	ARG82		GO:0005634	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0539	C	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20170902	UniProt				
SGD	S000002580	ARG82		GO:0005634	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0191	C	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20170902	UniProt				
SGD	S000002580	ARG82		GO:0008440	SGD_REF:S000124036	IEA	InterPro:IPR005522	F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20170902	InterPro				
SGD	S000002580	ARG82		GO:0000823	SGD_REF:S000124037	IEA	EC:2.7.1.151	F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20170902	UniProt				
SGD	S000002580	ARG82		GO:0045944	PMID:12828642|SGD_REF:S000073712	IMP		P	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20071219	SGD				
SGD	S000002580	ARG82		GO:0000821	PMID:2274024|SGD_REF:S000053148	IMP		P	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20071219	SGD				
SGD	S000002580	ARG82		GO:0000821	PMID:8043104|SGD_REF:S000045518	IMP		P	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20071219	SGD				
SGD	S000002580	ARG82		GO:0000821	PMID:11119723|SGD_REF:S000059677	IMP		P	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20071219	SGD				
SGD	S000002580	ARG82		GO:0046872	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0479	F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20170902	UniProt				
SGD	S000002580	ARG82		GO:0016301	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0418	F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20170902	UniProt				
SGD	S000002580	ARG82		GO:0050821	PMID:10632874|SGD_REF:S000055198	IMP		P	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20071219	SGD				
SGD	S000002580	ARG82		GO:0032958	PMID:10574768|SGD_REF:S000061717	IDA		P	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20071219	SGD				
SGD	S000002580	ARG82		GO:0032958	PMID:11311242|SGD_REF:S000060143	IDA		P	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20071219	SGD				
SGD	S000002580	ARG82		GO:0016740	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0808	F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20170902	UniProt				
SGD	S000002580	ARG82		GO:0006351	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0804	P	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20170902	UniProt				
SGD	S000002580	ARG82		GO:0006355	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0805	P	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20170902	UniProt				
SGD	S000002580	ARG82		GO:0016310	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0418	P	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20170902	UniProt				
SGD	S000002580	ARG82		GO:0005634	PMID:3311884|SGD_REF:S000057072	IDA		C	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20020729	SGD				
SGD	S000002580	ARG82		GO:0005634	PMID:10720331|SGD_REF:S000051094	IDA		C	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20060831	SGD				
SGD	S000002580	ARG82		GO:0035004	PMID:16123124|SGD_REF:S000086502	IDA		F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20060831	SGD				
SGD	S000002580	ARG82		GO:0000823	PMID:10574768|SGD_REF:S000061717	IDA		F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20080122	SGD				
SGD	S000002580	ARG82		GO:0000823	PMID:10720331|SGD_REF:S000051094	IDA		F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20080122	SGD				
SGD	S000002580	ARG82		GO:0000824	PMID:10574768|SGD_REF:S000061717	IDA		F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20080122	SGD				
SGD	S000002580	ARG82		GO:0000824	PMID:10720331|SGD_REF:S000051094	IDA		F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20080122	SGD				
SGD	S000002580	ARG82		GO:0000827	PMID:11311242|SGD_REF:S000060143	IDA		F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20080122	SGD				
SGD	S000002580	ARG82		GO:0000825	PMID:11311242|SGD_REF:S000060143	IDA		F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20080122	SGD				
SGD	S000002580	ARG82		GO:0016236	PMID:19793921|SGD_REF:S000132617	IMP		P	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20151007	SGD				
SGD	S000002580	ARG82		GO:0030674	PMID:10632874|SGD_REF:S000055198	IMP		F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20071219	SGD				
SGD	S000002580	ARG82		GO:0030674	PMID:10632874|SGD_REF:S000055198	IPI	SGD:S000004645	F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20071219	SGD				
SGD	S000002580	ARG82		GO:0030674	PMID:10632874|SGD_REF:S000055198	IPI	SGD:S000004646	F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20071219	SGD				
SGD	S000002580	ARG82		GO:0008440	PMID:10683435|SGD_REF:S000061718	IMP		F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20071219	SGD				
SGD	S000002580	ARG82		GO:0046854	PMID:16123124|SGD_REF:S000086502	IDA		P	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20071219	SGD				
SGD	S000002580	ARG82		GO:0005524	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0067	F	Inositol polyphosphate multikinase (IPMK)	YDR173C|ARGR3|ARGRIII|IPK2|inositol polyphosphate multikinase	gene	taxon:559292	20170902	UniProt				
SGD	S000002784	ARH1		GO:0005743	PMID:9727014|SGD_REF:S000039924	IDA		C	Oxidoreductase of the mitochondrial inner membrane	YDR376W|NADPH-adrenodoxin reductase	gene	taxon:559292	20020820	SGD				
SGD	S000002784	ARH1		GO:0006879	PMID:11035018|SGD_REF:S000060033	IMP		P	Oxidoreductase of the mitochondrial inner membrane	YDR376W|NADPH-adrenodoxin reductase	gene	taxon:559292	20020820	SGD				
SGD	S000002784	ARH1		GO:0015039	PMID:9727014|SGD_REF:S000039924	IDA		F	Oxidoreductase of the mitochondrial inner membrane	YDR376W|NADPH-adrenodoxin reductase	gene	taxon:559292	20020820	SGD				
SGD	S000002784	ARH1		GO:0005739	PMID:24769239|SGD_REF:S000175707	IDA		C	Oxidoreductase of the mitochondrial inner membrane	YDR376W|NADPH-adrenodoxin reductase	gene	taxon:559292	20150803	SGD				
SGD	S000002784	ARH1		GO:0005739	PMID:16823961|SGD_REF:S000117178	IDA		C	Oxidoreductase of the mitochondrial inner membrane	YDR376W|NADPH-adrenodoxin reductase	gene	taxon:559292	20061212	SGD				
SGD	S000002784	ARH1		GO:0005759	SGD_REF:S000148671	IEA	UniProtKB-SubCell:SL-0170	C	Oxidoreductase of the mitochondrial inner membrane	YDR376W|NADPH-adrenodoxin reductase	gene	taxon:559292	20170902	UniProt				
SGD	S000002784	ARH1		GO:0015039	SGD_REF:S000124037	IEA	EC:1.18.1.6	F	Oxidoreductase of the mitochondrial inner membrane	YDR376W|NADPH-adrenodoxin reductase	gene	taxon:559292	20170902	UniProt				
SGD	S000002784	ARH1		GO:0005739	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0496	C	Oxidoreductase of the mitochondrial inner membrane	YDR376W|NADPH-adrenodoxin reductase	gene	taxon:559292	20170902	UniProt				
SGD	S000002784	ARH1		GO:0016491	SGD_REF:S000148669	IEA	UniProtKB-KW:KW-0560	F	Oxidoreductase of the mitochondrial inner membrane	YDR376W|NADPH-adrenodoxin reductase	gene	taxon:559292	20170902	UniProt				
SGD	S000002784	ARH1		GO:0006744	PMID:20534343|SGD_REF:S000134358	IMP		P	Oxidoreductase of the mitochondrial inner membrane	YDR376W|NADPH-adrenodoxin reductase	gene	taxon:559292	20100622	SGD				
